player,pronounced,age,birthplace,residence,turned_pro,coach,website,imageURL,player_country,current_rank,player_atp_url,high_rank,high_rank_date,record_career,titles_career,prize_money_career,date_of_birth,player_age,height_cm,height_inches,height_feet,weight_lbs,weight_kgs,wins_career,losses_career,career_win_pct,hand,player_bmi,gender,birth_city,birth_state,birth_country,residence_city,residence_state,residence_country,tour,date_data
Kristian Pless,NA,33 (09.02.1981),"Odense, Denmark","Dubai, UAE",1999,Lars Elvstrom,NA,http://www.atpworldtour.com/~/media/5F7739EC73F9405893F506ADEB45E664.ashx?w=148&h=198,Denmark,Inactive,http://www.atpworldtour.com/Tennis/Players/Pl/K/Kristian-Pless.aspx,65,1/28/02,55-86,0,1127884,2/9/81,33y 0m 170d 18H 0M 0S,188,74.015788,6.167979866,185,84,55,86,0.390070922,R,23.73986905,M,Odense,,Denmark,Dubai,,UAE,ATP,8/1/14
Kristof Vliegen,christ-TOF VLEE-gen,NA,"Maaseik, Belgium","Maaseik, Belgium",2001,Thierry Meeuws,http://www.kristof-vliegen.com,http://www.atpworldtour.com/~/media/64936962F6BA4BAAAFD5AC3E928F30A2.ashx?w=148&h=198,Belgium,Inactive,http://www.atpworldtour.com/Tennis/Players/Vl/K/Kristof-Vliegen.aspx,30,10/30/06,89-122,0,1964020,6/22/82,32y 0m 38d 0H 0M 0S,193,75.984293,6.332021884,165,75,89,122,0.421800948,R,20.09054025,M,Maaseik,,Belgium,Maaseik,,Belgium,ATP,8/1/14
Larry Stefanki,NA,57 (23.07.1957),"Elmhurst, IL",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/81A70A0210CC41BFAB5D11E9B2D25186.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/St/L/Larry-Stefanki.aspx,35,2/25/85,52-87,1,290073,7/23/57,57y 0m 6d 18H 0M 0S,178,70.078778,5.839895831,150,68,52,87,0.374100719,R,21.47205167,M,Elmhurst,Illinois,USA,,,,ATP,8/1/14
Lars Burgsmuller,NA,38 (06.12.1975),"Mulheim, Germany","Altstaetten, Switzerland",1993,Dirk Hordoff,http://lars-burgsmuller.de,http://www.atpworldtour.com/~/media/B1F1DA4F86A14BF68ED6FF5EE1D689D5.ashx?w=148&h=198,Germany,Inactive,http://www.atpworldtour.com/Tennis/Players/Bu/L/Lars-Burgsmuller.aspx,65,2/18/02,90-152,1,1887164,12/6/75,38y 0m 236d 12H 0M 0S,183,72.047283,6.003937848,161,73,90,152,0.371900826,R,21.80449264,M,Mulheim,,Germany,Altstaetten,,Switzerland,ATP,8/1/14
Lars Jonsson,YAN-son,44 (27.06.1970),"Goteborg, Sweden","Monte Carlo, Monaco",1988,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Sweden,Inactive,http://www.atpworldtour.com/Tennis/Players/Jo/L/Lars-Jonsson.aspx,67,10/7/91,86-131,0,891598,6/27/70,44y 0m 33d 0H 0M 0S,188,74.015788,6.167979866,155,70,86,131,0.396313364,R,19.89016056,M,Goteborg,,Sweden,Monte Carlo,,Monaco,ATP,8/1/14
Lars Koslowski,kah-SLO'U-skee,43 (22.05.1971),"Kassel, Germany","Vellmar, Germany",1989,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Germany,Inactive,http://www.atpworldtour.com/Tennis/Players/Ko/L/Lars-Koslowski.aspx,63,6/15/92,17-28,0,265437,5/22/71,43y 0m 69d 6H 0M 0S,188,74.015788,6.167979866,159,72,17,28,0.377777778,R,20.40345502,M,Kassel,,Germany,Vellmar,,Germany,ATP,8/1/14
Lars Rehmann,RAY-men,39 (21.05.1975),"Leverkusen, Germany",NA,1993,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Germany,Inactive,http://www.atpworldtour.com/Tennis/Players/Re/L/Lars-Rehmann.aspx,87,2/20/95,16-21,0,271500,5/21/75,39y 0m 70d 6H 0M 0S,196,77.165396,6.430447094,195,88,16,21,0.432432432,R,23.02209056,M,Leverkusen,,Germany,,,,ATP,8/1/14
Lars-Anders Wahlgren,NA,47 (24.08.1966),"Lund, Sweden","Angelholm, Sweden",1985,Pavel Strauss,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Sweden,Inactive,http://www.atpworldtour.com/Tennis/Players/Wa/L/Lars-Anders-Wahlgren.aspx,66,1/29/90,23-50,0,464310,8/24/66,47y 0m 340d 6H 0M 0S,193,75.984293,6.332021884,185,84,23,50,0.315068493,R,22.52575725,M,Lund,,Sweden,Angelholm,,Sweden,ATP,8/1/14
Laurence Tieleman,TEE-leh-man,41 (14.11.1972),"Brussels, Belgium","Brussels, Belgium/Assisi,Italy",1993,Henri-James Tieleman,NA,http://www.atpworldtour.com/~/media/AFE5F1FB74FB4738A89C7FE1D161A1F1.ashx?w=148&h=198,Italy,Inactive,http://www.atpworldtour.com/Tennis/Players/Ti/L/Laurence-Tieleman.aspx,76,4/26/99,41-61,0,773130,11/14/72,41y 0m 257d 18H 0M 0S,180,70.86618,5.905512638,165,75,41,61,0.401960784,R,23.09730043,M,Brussels,,Belgium,Brussels,,Belgium,ATP,8/1/14
Lawson Duncan,NA,49 (26.10.1964),"Asheville, NC",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Du/L/Lawson-Duncan.aspx,47,5/20/85,105-110,0,514450,10/26/64,49y 0m 276d 18H 0M 0S,185,72.834685,6.069554656,165,75,105,110,0.488372093,R,21.86566936,M,Asheville,North Carolina,USA,,,,ATP,8/1/14
Leander Paes,Lee-AND-ur PAYS,41 (17.06.1973),"Calcutta, India","Mumbai, India",1991,NA,http://www.brandleander.com/,http://www.atpworldtour.com/~/media/D3B36D72D8F34E9CBBE9B00119EA8CBC.ashx?w=148&h=198,India,12,http://www.atpworldtour.com/Tennis/Players/Top-Players/Leander-Paes.aspx,-,8/24/98,99-98,1,7810129,6/17/73,41y 0m 42d 18H 0M 0S,178,70.078778,5.839895831,171,78,99,98,0.502538071,R,24.47813891,M,Calcutta,,India,Mumbai,,India,ATP,8/1/14
Leif Johansson,NA,62 (03.06.1952),NA,NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Sweden,Inactive,http://www.atpworldtour.com/Tennis/Players/Jo/L/Leif-Johansson.aspx,51,8/23/73,13-17,0,0,6/3/52,62y 0m 56d 12H 0M 0S,NA,NA,NA,NA,NA,13,17,0.433333333,R,NA,M,,,,,,,ATP,8/1/14
Leif Shiras,NA,54 (21.08.1959),"Norwalk, CT, USA","Laguna Hills, CA, USA",1981,NA,NA,http://www.atpworldtour.com/~/media/74E3432F14854AF5902E075E781885E7.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Sh/L/Leif-Shiras.aspx,31,7/30/84,71-102,0,467156,8/21/59,54y 0m 343d 12H 0M 0S,183,72.047283,6.003937848,170,77,71,102,0.410404624,R,23.02337733,M,Norwalk,Connecticut,USA,Laguna Hills,California,USA,ATP,8/1/14
Leo Palin,NA,57 (20.10.1956),"Helsinki, Finland",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Finland,Inactive,http://www.atpworldtour.com/Tennis/Players/Pa/L/Leo-M-Palin.aspx,92,5/17/82,28-61,0,140695,10/20/56,57y 0m 282d 18H 0M 0S,178,70.078778,5.839895831,154,70,28,61,0.314606742,R,22.04463972,M,Helsinki,,Finland,,,,ATP,8/1/14
Leonardo Lavalle,la-VAY-yeh,47 (14.07.1967),"Mexico City, Mexico","Mexico City, Mexico",1985,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Mexico,Inactive,http://www.atpworldtour.com/Tennis/Players/La/L/Leonardo-M-Lavalle.aspx,51,3/17/86,83-114,1,903200,7/14/67,47y 0m 16d 6H 0M 0S,188,74.015788,6.167979866,175,79,83,114,0.421319797,L,22.45663289,M,Mexico City,,Mexico,Mexico City,,Mexico,ATP,8/1/14
Leonardo Mayer,NA,27 (15.05.1987),"Corrientes, Argentina","Buenos Aires, Argentina",2003,Leo Alonso,http://leonardomayer.net/,http://www.atpworldtour.com/~/media/9D125694746946F38FAF8088B6602747.ashx?w=148&h=198,Argentina,27,http://www.atpworldtour.com/Tennis/Players/Top-Players/Leonardo-Mayer.aspx,27,7/21/14,84-91,1,2603447,5/15/87,27y 0m 76d 6H 0M 0S,188,74.015788,6.167979866,183,83,84,91,0.48,R,23.48322182,M,Corrientes,,Argentina,Buenos Aires,,Argentina,ATP,8/1/14
Libor Pimek,LEE-bor PEE-mek,50 (03.08.1963),"Most, Czech Republic","Sint-Niklaas, Belgium",1982,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Belgium,Inactive,http://www.atpworldtour.com/Tennis/Players/Pi/L/Libor-Pimek.aspx,21,4/22/85,126-121,1,1509018,8/3/63,50y 0m 361d 12H 0M 0S,196,77.165396,6.430447094,181,82,126,121,0.510121457,R,21.36922252,M,Most,,Czech Republic,Sint-Niklaas,,Belgium,ATP,8/1/14
Lionel Roux,rooh,41 (12.04.1973),"Lyon, France","Jupiter, Florida, USA",1991,Pier Gauthier,NA,http://www.atpworldtour.com/~/media/E17D97CD361440D7AA4FE081C66731BA.ashx?w=148&h=198,France,Inactive,http://www.atpworldtour.com/Tennis/Players/Ro/L/Lionel-Roux.aspx,48,3/13/95,76-117,0,1255648,4/12/73,41y 0m 108d 18H 0M 0S,185,72.834685,6.069554656,175,79,76,117,0.393782383,R,23.19086144,M,Lyon,,France,Jupiter,Florida,USA,ATP,8/1/14
Lleyton Hewitt,LAY-ton HYOO-it,33 (24.02.1981),"Adelaide, Australia","Nassau, Bahamas",1998,Tony Roche,NA,http://www.atpworldtour.com/~/media/FA5BEC895B9041FCA5F0C7380604EDA2.ashx?w=148&h=198,Australia,45,http://www.atpworldtour.com/Tennis/Players/Top-Players/Lleyton-Hewitt.aspx,45,11/19/01,608-248,30,20367442,2/24/81,33y 0m 155d 18H 0M 0S,180,70.86618,5.905512638,170,77,608,248,0.710280374,R,23.79721862,M,Adelaide,,Australia,Nassau,,Bahamas,ATP,8/1/14
Lloyd Bourne,NA,55 (18.10.1958),"Los Angeles, CA",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Bo/L/Lloyd-Bourne.aspx,73,1/3/83,67-91,0,295736,10/18/58,55y 0m 285d 6H 0M 0S,190,74.80319,6.233596673,180,82,67,91,0.424050633,R,22.61453137,M,Los Angeles,California,USA,,,,ATP,8/1/14
Louk Sanders,NA,64 (09.05.1950),NA,NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Netherlands,Inactive,http://www.atpworldtour.com/Tennis/Players/Sa/L/Louk-Sanders.aspx,98,12/31/77,49-79,0,0,5/9/50,64y 0m 82d 0H 0M 0S,NA,NA,NA,NA,NA,49,79,0.3828125,R,NA,M,,,,,,,ATP,8/1/14
Lucas Arnold Ker,NA,39 (12.10.1974),"Buenos Aires, Argentina","Barcelona, Spain",1994,NA,NA,http://www.atpworldtour.com/~/media/C9FF12B1A271449099921280EDEEDEEF.ashx?w=148&h=198,Argentina,833,http://www.atpworldtour.com/Tennis/Players/Ke/L/Lucas-Arnold-Ker.aspx,-,7/20/98,22-31,0,1744536,10/12/74,39y 0m 291d 6H 0M 0S,180,70.86618,5.905512638,168,76,22,31,0.41509434,R,23.51725134,M,Buenos Aires,,Argentina,Barcelona,,Spain,ATP,8/1/14
Luis Herrera,loo-EES eh-REHR-ra,42 (27.08.1971),"Mexico City, Mexico","Mexico City, Mexico",1989,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Mexico,Inactive,http://www.atpworldtour.com/Tennis/Players/He/L/Luis-Herrera.aspx,49,11/9/92,53-83,0,542438,8/27/71,42y 0m 337d 12H 0M 0S,170,66.92917,5.577428602,136,62,53,83,0.389705882,L,21.34338777,M,Mexico City,,Mexico,Mexico City,,Mexico,ATP,8/1/14
Luis Horna,NA,33 (14.09.1980),"Lima, Peru","Lima, Peru",1998,Francisco Mastelli,NA,http://www.atpworldtour.com/~/media/217217DEB5C8479A87A4A14D9E0779BF.ashx?w=148&h=198,Peru,Inactive,http://www.atpworldtour.com/Tennis/Players/Ho/L/Luis-Horna.aspx,33,8/30/04,140-146,2,2648482,9/14/80,33y 0m 318d 18H 0M 0S,180,70.86618,5.905512638,180,82,140,146,0.48951049,R,25.19705501,M,Lima,,Peru,Lima,,Peru,ATP,8/1/14
Luiz Mattar,loo-EES MA-tar,50 (18.08.1963),"Sao Paulo, Brazil","Sao Paulo, Brazil",1985,Paulo Cleto,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Brazil,Inactive,http://www.atpworldtour.com/Tennis/Players/Ma/L/Luiz-R-Mattar.aspx,29,5/1/89,191-178,7,1493136,8/18/63,50y 0m 346d 12H 0M 0S,183,72.047283,6.003937848,167,76,191,178,0.517615176,R,22.61708243,M,Sao Paulo,,Brazil,Sao Paulo,,Brazil,ATP,8/1/14
Lukas Dlouhy,NA,31 (09.04.1983),"Pisek, Czech Republic","Monte Carlo, Monaco",2001,"Karel Novacek, James Dicker",NA,http://www.atpworldtour.com/~/media/DF128F168E424F6C8F8F3368536CC560.ashx?w=148&h=198,Czech Republic,66,http://www.atpworldtour.com/Tennis/Players/Top-Players/Lukas-Dlouhy.aspx,-,4/3/06,22-54,0,3104341,4/9/83,31y 0m 112d 6H 0M 0S,185,72.834685,6.069554656,194,88,22,54,0.289473684,R,25.7087264,M,Pisek,,Czech Republic,Monte Carlo,,Monaco,ATP,8/1/14
Lukas Lacko,NA,26 (03.11.1987),"Piestany, Slovakia","Bratislava, Slovakia",2005,Ladislav Simon,http://www.lukas-lacko.com/index.php?lang=en,http://www.atpworldtour.com/~/media/432836320C0F4839B3C2802D74581D61.ashx?w=148&h=198,Slovakia,91,http://www.atpworldtour.com/Tennis/Players/La/L/Lukas-Lacko.aspx,91,1/14/13,67-94,0,1819272,11/3/87,26y 0m 269d 12H 0M 0S,185,72.834685,6.069554656,188,85,67,94,0.416149068,R,24.91361115,M,Piestany,,Slovak Republic,Bratislava,,Slovak Republic,ATP,8/1/14
Lukas Rosol,NA,29 (24.07.1985),Brno,Prerov,2004,Slava Dosedel,https://www.facebook.com/LukasRosolOfficial,http://www.atpworldtour.com/~/media/B208B60DD9744CA3A2532A31D3054629.ashx?w=148&h=198,Czech Republic,43,http://www.atpworldtour.com/Tennis/Players/Top-Players/Lukas-Rosol.aspx,43,5/13/13,72-83,1,2362328,7/24/85,29y 0m 5d 18H 0M 0S,196,77.165396,6.430447094,178,81,72,83,0.464516129,R,21.01503651,M,Brno,,Czech Republic,Prerov,,Czech Republic,ATP,8/1/14
Lukasz Kubot,NA,32 (16.05.1982),"Boleslawiec, Poland","Lubin, Poland",2002,Jan Stoces,http://www.lukasz-kubot.com,http://www.atpworldtour.com/~/media/E13B6FF39CD24258B2D5597160CAEFA3.ashx?w=148&h=198,Poland,138,http://www.atpworldtour.com/Tennis/Players/Top-Players/Lukasz-Kubot.aspx,138,4/12/10,94-127,0,4309624,5/16/82,32y 0m 75d 0H 0M 0S,190,74.80319,6.233596673,190,86,94,127,0.425339367,R,23.87089422,M,Boleslawiec,,Poland,Lubin,,Poland,ATP,8/1/14
Magnus Gustafsson,Goos-tahf-son,47 (03.01.1967),"Lund, Sweden","Gothenburg, Sweden",1986,Stefan Simonsson,NA,http://www.atpworldtour.com/~/media/3AA6E275C9D34F8B9FD6BECBD86DC377.ashx?w=148&h=198,Sweden,Inactive,http://www.atpworldtour.com/Tennis/Players/Gu/M/Magnus-Gustafsson.aspx,10,7/29/91,415-260,14,4545489,1/3/67,47y 0m 208d 6H 0M 0S,185,72.834685,6.069554656,172,78,415,260,0.614814815,R,22.79330382,M,Lund,,Sweden,Gothenburg,,Sweden,ATP,8/1/14
Magnus Larsson,NA,44 (25.03.1970),"Olofstrom, Sweden","Monte Carlo, Monaco",1989,"C. Hageskog, S. Simonsson",NA,http://www.atpworldtour.com/~/media/856E36A446474456B31F12A9E0618022.ashx?w=148&h=198,Sweden,Inactive,http://www.atpworldtour.com/Tennis/Players/La/M/Magnus-Larsson.aspx,10,4/17/95,310-221,7,5839451,3/25/70,44y 0m 127d 0H 0M 0S,193,75.984293,6.332021884,205,93,310,221,0.583804143,R,24.96097425,M,Olofstrom,,Sweden,Monte Carlo,,Monaco,ATP,8/1/14
Magnus Norman,NA,38 (30.05.1976),"Filipstad, Sweden","Monte Carlo, Monaco",1995,Mikael Tillstrom,NA,http://www.atpworldtour.com/~/media/394A5519BC844BCE8C612B57836E2EA2.ashx?w=148&h=198,Sweden,Inactive,http://www.atpworldtour.com/Tennis/Players/No/M/Magnus-Norman.aspx,2,6/12/00,244-177,12,4537247,5/30/76,38y 0m 60d 12H 0M 0S,188,74.015788,6.167979866,198,90,244,177,0.579572447,R,25.40807607,M,Filipstad,,Sweden,Monte Carlo,,Monaco,ATP,8/1/14
Magnus Tideman,NA,51 (09.04.1963),"Uppsala, Sweden",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Sweden,Inactive,http://www.atpworldtour.com/Tennis/Players/Ti/M/Magnus-Tideman.aspx,100,1/17/83,14-35,0,134531,4/9/63,51y 0m 112d 6H 0M 0S,193,75.984293,6.332021884,180,82,14,35,0.285714286,R,21.916953,M,Uppsala,,Sweden,,,,ATP,8/1/14
Malek Jaziri,NA,30 (20.01.1984),"Bizerte, Tunisia","Tunis, Tunisia",NA,Dejan Petrovic,NA,http://www.atpworldtour.com/~/media/27C2E668849B460490F07C55A12CDF78.ashx?w=148&h=198,Tunisia,114,http://www.atpworldtour.com/Tennis/Players/Ja/M/Malek-Jaziri.aspx,114,7/16/12,16-23,0,640516,1/20/84,30y 0m 191d 12H 0M 0S,185,72.834685,6.069554656,177,80,16,23,0.41025641,R,23.45589986,M,Bizerte,,Tunisia,Tunis,,Tunisia,ATP,8/1/14
MaliVai Washington,NA,45 (20.06.1969),"Glen Cove, NY","Ponte Vedra Beach, FL",1989,NA,http://www.malwashington.com,http://www.atpworldtour.com/~/media/F05DDECEBBE243CBA30EBB1CBF684BBF.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Wa/M/Malivai-Washington.aspx,11,10/26/92,254-184,4,3239865,6/20/69,45y 0m 39d 18H 0M 0S,180,70.86618,5.905512638,175,79,254,184,0.579908676,R,24.49713681,M,Glen Cove,New York,USA,Ponte Vedra Beach,Florida,USA,ATP,8/1/14
Manuel Orantes,NA,65 (06.02.1949),"Granada, Spain",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/117B85223E0643A2BD51443575BDDF83.ashx?w=148&h=198,Spain,Inactive,http://www.atpworldtour.com/Tennis/Players/Or/M/Manuel-Orantes.aspx,2,8/23/73,641-253,32,1398303,2/6/49,65y 0m 173d 18H 0M 0S,178,70.078778,5.839895831,165,75,641,253,0.717002237,L,23.61925684,M,Granada,,Spain,,,,ATP,8/1/14
Marat Safin,mah-RAHT SAH-fin,NA,"Moscow, Russia","Monte Carlo, Monaco",1997,Hernan Gumy,NA,http://www.atpworldtour.com/~/media/9BD4632B42EF458084C4087898CBCBBD.ashx?w=148&h=198,Russian Federation,Inactive,http://www.atpworldtour.com/Tennis/Players/Sa/M/Marat-Safin.aspx,1,11/20/00,422-267,15,14373291,1/27/80,34y 0m 184d 12H 0M 0S,193,75.984293,6.332021884,195,88,422,267,0.612481858,R,23.74336575,M,Moscow,,Russia,Monte Carlo,,Monaco,ATP,8/1/14
Marc Flur,NA,52 (08.06.1962),"Poughkeepsie, NY",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Fl/M/Marc-Flur.aspx,71,7/29/85,38-63,0,204967,6/8/62,52y 0m 52d 0H 0M 0S,190,74.80319,6.233596673,165,75,38,63,0.376237624,R,20.72998709,M,Poughkeepsie,New York,USA,,,,ATP,8/1/14
Marc Gicquel,NA,37 (30.03.1977),"Tunis, Tunisia","Boulogne-Billancourt, France",1999,Thierry Ascione,NA,http://www.atpworldtour.com/~/media/0DCC11714CB54513A1D21B2F2A998959.ashx?w=148&h=198,France,174,http://www.atpworldtour.com/Tennis/Players/Gi/M/Marc-Gicquel.aspx,174,9/8/08,92-113,0,2497126,3/30/77,37y 0m 121d 18H 0M 0S,188,74.015788,6.167979866,165,75,92,113,0.448780488,R,21.17339672,M,Tunis,,Tunisia,Boulogne-Billancourt,,France,ATP,8/1/14
Marc Rosset,roh-SAY,43 (07.11.1970),"Geneva, Switzerland","Monte Carlo, Monaco",1988,NA,http://www.marcrosset.com,http://www.atpworldtour.com/~/media/C8AC0380551D47F1AF138E7025EC107E.ashx?w=148&h=198,Switzerland,Inactive,http://www.atpworldtour.com/Tennis/Players/Ro/M/Marc-Rosset.aspx,9,9/11/95,433-351,15,6812693,11/7/70,43y 0m 265d 6H 0M 0S,201,79.133901,6.594489112,194,88,433,351,0.552295918,R,21.77869758,M,Geneva,,Switzerland,Monte Carlo,,Monaco,ATP,8/1/14
Marc-Kevin Goellner,gol-nur,43 (22.09.1970),"Rio de Janeiro, Brazil",Germany,1991,Andreas Maurer,NA,http://www.atpworldtour.com/~/media/8FC5B1CAFD584B539A3D6231CCDDE835.ashx?w=148&h=198,Germany,Inactive,http://www.atpworldtour.com/Tennis/Players/Go/M/Marc-Kevin-Goellner.aspx,26,4/4/94,160-194,2,2700795,9/22/70,43y 0m 311d 6H 0M 0S,196,77.165396,6.430447094,178,81,160,194,0.451977401,R,21.01503651,M,Rio de Janeiro,,Brazil,Germany,,Germany,ATP,8/1/14
Marcel Freeman,NA,54 (30.03.1960),"Port Washington, NY",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,United States,Inactive,http://www.atpworldtour.com/Tennis/Players/Fr/M/Marcel-Freeman.aspx,46,11/3/86,54-87,0,180275,3/30/60,54y 0m 121d 12H 0M 0S,173,68.110273,5.675853813,145,66,54,87,0.382978723,R,21.97344167,M,Port Washington,New York,USA,,,,ATP,8/1/14
Marcel Granollers,NA,28 (12.04.1986),"Barcelona, Spain","Barcelona, Spain",2003,Fernando Vicente,http://www.marcelgranollers.com,http://www.atpworldtour.com/~/media/9CC36A61067A4729896EC1FA11518083.ashx?w=148&h=198,Spain,14,http://www.atpworldtour.com/Tennis/Players/Top-Players/Marcel-Granollers.aspx,28,7/23/12,145-163,4,6095932,4/12/86,28y 0m 109d 0H 0M 0S,190,74.80319,6.233596673,169,77,145,163,0.470779221,R,21.23253223,M,Barcelona,,Spain,Barcelona,,Spain,ATP,8/1/14
Marcello Craca,NA,39 (27.10.1974),NA,NA,1995,Corrado Barazzutti,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Germany,Inactive,http://www.atpworldtour.com/Tennis/Players/Cr/M/Marcello-Craca.aspx,90,1/12/98,23-Nov,0,273659,10/27/74,39y 0m 276d 6H 0M 0S,180,70.86618,5.905512638,168,76,11,23,0.323529412,R,23.51725134,M,,,,,,,ATP,8/1/14
Marcelo Filippini,mahr-SEL-loh fihl-lihp-PEE-NEE,46 (04.08.1967),"Montevideo, Uruguay","Montevideo, Uruguay",1987,Alejandro Gattiker,NA,http://www.atpworldtour.com/~/media/9D4EEC60FCD848E6A6B0CBE18865A79C.ashx?w=148&h=198,Uruguay,Inactive,http://www.atpworldtour.com/Tennis/Players/Fi/M/Marcelo-Filippini.aspx,30,8/6/90,244-250,5,2034890,8/4/67,46y 0m 360d 12H 0M 0S,178,70.078778,5.839895831,145,66,244,250,0.493927126,R,20.75631662,M,Montevideo,,Uruguay,Montevideo,,Uruguay,ATP,8/1/14
Marcelo Ingaramo,mahr-CEHL-loh een-gah-RAH-moh,51 (13.10.1962),"Cordoba, Argentina","Buenos Aires, Argentina",1982,NA,NA,http://www.atpworldtour.com/~/media/4D47B41A152C4D28A5A04E71F318C2CB.ashx?w=148&h=198,Argentina,Inactive,http://www.atpworldtour.com/Tennis/Players/In/M/Marcelo-P-Ingaramo.aspx,67,2/24/86,33-51,0,276559,10/13/62,51y 0m 290d 6H 0M 0S,178,70.078778,5.839895831,152,69,33,51,0.392857143,L,21.7583457,M,Cordoba,,Argentina,Buenos Aires,,Argentina,ATP,8/1/14
Marcelo Lara,NA,66 (05.10.1947),"Mexico City, Mexico",NA,NA,NA,NA,http://www.atpworldtour.com/~/media/C5A09C05728C409FBF3ED5E7814BD061.ashx?w=148&h=198,Mexico,Inactive,http://www.atpworldtour.com/Tennis/Players/La/M/Marcelo-Lara.aspx,59,11/6/74,56-104,0,0,10/5/47,66y 0m 298d 12H 0M 0S,NA,NA,NA,NA,NA,56,104,0.35,R,NA,M,Mexico City,,Mexico,,,,ATP,8/1/14
Marcelo Rios,NA,38 (26.12.1975),"Santiago, Chile","Santiago, Chile",1994,NA,NA,http://www.atpworldtour.com/~/media/A7D9019487464C678394FC6205851034.ashx?w=148&h=198,Chile,Inactive,http://www.atpworldtour.com/Tennis/Players/Ri/M/Marcelo-Rios.aspx,1,3/30/98,391-192,18,9713771,12/26/75,38y 0m 216d 12H 0M 0S,175,68.897675,5.74147062,160,73,391,192,0.670668954,L,23.69551622,M,Santiago,,Chile,Santiago,,Chile,ATP,8/1/14
Marco Chiudinelli,NA,32 (10.09.1981),"Basel, Switzerland","Basel, Switzerland",2000,Amos Mansdorf,http://www.marcochiudinelli.com,http://www.atpworldtour.com/~/media/D5FA71F9FD444BF8AF41BE1E0CE5C1FA.ashx?w=148&h=198,Switzerland,175,http://www.atpworldtour.com/Tennis/Players/Ch/M/Marco-Chiudinelli.aspx,175,2/22/10,46-82,0,1567361,9/10/81,32y 0m 323d 0H 0M 0S,188,74.015788,6.167979866,174,79,46,82,0.359375,R,22.32830927,M,Basel,,Switzerland,Basel,,Switzerland,ATP,8/1/14
Marcos Aurelio Gorriz,GOR-reetz,50 (04.03.1964),"Barcelona, Spain","Barcelona, Spain",1989,NA,NA,http://www.atpworldtour.com/~/media/EED620BC06A4494D98B0FEB53DBD2707.ashx?w=148&h=198,Spain,Inactive,http://www.atpworldtour.com/Tennis/Players/Go/M/Marcos-Aurelio-Gorriz.aspx,88,10/19/92,37-78,0,662335,3/4/64,50y 0m 147d 12H 0M 0S,185,72.834685,6.069554656,177,80,37,78,0.32173913,L,23.45589986,M,Barcelona,,Spain,Barcelona,,Spain,ATP,8/1/14
